Ano;Mês;UF;Precipitação Total;Temperatura Média
2017;Outubro;Tocantins;1190.4;25.63
2017;Novembro;Tocantins;3325.0;21.52
2017;Dezembro;Tocantins;5663.8;24.95
2017;Janeiro;Espírito Santo;259.0;23.29
2017;Fevereiro;Espírito Santo;762.4;23.59
2017;Março;Espírito Santo;966.6;24.1
2017;Abril;Espírito Santo;507.8;22.14
2017;Maio;Espírito Santo;905.2;18.98
2017;Junho;Espírito Santo;666.6;18.6
2017;Julho;Espírito Santo;1043.2;18.4
2017;Agosto;Espírito Santo;153.6;19.49
2017;Setembro;Espírito Santo;345.8;19.83
2017;Outubro;Espírito Santo;509.4;21.21
2017;Novembro;Espírito Santo;1838.2;21.69
2017;Dezembro;Espírito Santo;2888.8;22.99
2017;Janeiro;Minas Gerais;6540.4;22.45
2017;Fevereiro;Minas Gerais;7968.8;21.77
2017;Março;Minas Gerais;5911.2;22.03
2017;Abril;Minas Gerais;2780.4;21.15
2017;Maio;Minas Gerais;3422.0;19.21
2017;Junho;Minas Gerais;1238.6;18.91
2017;Julho;Minas Gerais;602.4;16.98
2017;Agosto;Minas Gerais;300.8;18.74
2017;Setembro;Minas Gerais;1188.6;19.31
2017;Outubro;Minas Gerais;4080.2;22.15
2017;Novembro;Minas Gerais;10669.0;21.44
2017;Dezembro;Minas Gerais;14828.4;22.52
2017;Janeiro;Rio de Janeiro;3593.4;25.33
2017;Fevereiro;Rio de Janeiro;1664.6;24.93
2017;Março;Rio de Janeiro;2959.0;22.58
2017;Abril;Rio de Janeiro;2114.0;21.83
2017;Maio;Rio de Janeiro;1333.6;19.93
2017;Junho;Rio de Janeiro;1293.2;19.43
2017;Julho;Rio de Janeiro;853.4;17.8
2017;Agosto;Rio de Janeiro;923.2;17.46
2017;Setembro;Rio de Janeiro;382.2;19.14
2017;Outubro;Rio de Janeiro;1607.2;21.1
2017;Novembro;Rio de Janeiro;3929.2;20.99
2017;Dezembro;Rio de Janeiro;3102.0;22.55
2017;Janeiro;São Paulo;8511.0;22.12
2017;Fevereiro;São Paulo;2650.4;22.08
2017;Março;São Paulo;4702.8;21.91
2017;Abril;São Paulo;4076.6;21.58
2017;Maio;São Paulo;4400.4;19.29
2017;Junho;São Paulo;1948.8;17.16
2017;Julho;São Paulo;129.8;16.87
2017;Agosto;São Paulo;1920.6;18.28
2017;Setembro;São Paulo;868.8;21.18
2017;Outubro;São Paulo;5218.6;22.9
2017;Novembro;São Paulo;7342.0;22.04
2017;Dezembro;São Paulo;7764.6;22.69
2017;Janeiro;Paraná;5144.8;22.56
2017;Fevereiro;Paraná;3264.4;22.36
2017;Março;Paraná;2566.0;20.1
2017;Abril;Paraná;2595.6;17.7
2017;Maio;Paraná;5021.8;17.85
2017;Junho;Paraná;2809.6;14.75
2017;Julho;Paraná;128.6;14.05
2017;Agosto;Paraná;2653.6;16.98
2017;Setembro;Paraná;787.0;19.63
2017;Outubro;Paraná;6421.0;18.15
2017;Novembro;Paraná;4184.6;19.76
2017;Dezembro;Paraná;5683.6;22.41
2017;Janeiro;Rio Grande do Sul;5866.4;20.83
2017;Fevereiro;Rio Grande do Sul;5525.0;20.77
2017;Março;Rio Grande do Sul;6100.2;19.31
2017;Abril;Rio Grande do Sul;8108.6;18.05
2017;Maio;Rio Grande do Sul;11776.4;15.83
2017;Junho;Rio Grande do Sul;5062.0;13.15
2017;Julho;Rio Grande do Sul;899.6;12.76
2017;Agosto;Rio Grande do Sul;6132.8;14.4
2017;Setembro;Rio Grande do Sul;5572.0;17.74
2017;Outubro;Rio Grande do Sul;9266.6;18.08
2017;Novembro;Rio Grande do Sul;5175.4;19.08
2017;Dezembro;Rio Grande do Sul;4160.0;22.8
2017;Janeiro;Santa Catarina;4258.6;22.05
2017;Fevereiro;Santa Catarina;3011.2;21.18
2017;Março;Santa Catarina;2828.6;19.64
2017;Abril;Santa Catarina;2325.0;16.88
2017;Maio;Santa Catarina;5780.2;15.66
2017;Junho;Santa Catarina;2272.8;12.45
2017;Julho;Santa Catarina;253.2;12.43
2017;Agosto;Santa Catarina;2629.8;14.48
2017;Setembro;Santa Catarina;1338.2;17.91
2017;Outubro;Santa Catarina;4481.6;17.06
2017;Novembro;Santa Catarina;3347.0;18.69
2017;Dezembro;Santa Catarina;3894.4;21.19
2018;Janeiro;Distrito Federal;660.8;21.71
2018;Fevereiro;Distrito Federal;900.2;21.71
2018;Março;Distrito Federal;1088.8;21.87
2018;Abril;Distrito Federal;537.2;20.85
2018;Maio;Distrito Federal;108.6;19.83
2018;Junho;Distrito Federal;0.0;19.25
2018;Julho;Distrito Federal;0.0;19.6
2018;Agosto;Distrito Federal;112.2;21.81
2018;Setembro;Distrito Federal;216.2;23.46
2018;Outubro;Distrito Federal;954.0;23.33
2018;Novembro;Distrito Federal;1775.8;21.13
2018;Dezembro;Distrito Federal;833.4;21.92
2018;Janeiro;Goiás;4443.4;22.93
2018;Fevereiro;Goiás;4272.8;22.32
2018;Março;Goiás;3437.4;22.6
2018;Abril;Goiás;2264.0;21.67
2018;Maio;Goiás;437.6;21.66
2018;Junho;Goiás;3.2;21.54
2018;Julho;Goiás;0.0;21.42
2018;Agosto;Goiás;318.8;23.09
2018;Setembro;Goiás;1050.4;24.42
2018;Outubro;Goiás;3674.0;24.31
2018;Novembro;Goiás;7743.8;22.41
2018;Dezembro;Goiás;5563.8;24.4
2018;Janeiro;Mato Grosso do Sul;4419.4;23.19
2018;Fevereiro;Mato Grosso do Sul;3688.4;20.16
2018;Março;Mato Grosso do Sul;3937.0;20.99
2018;Abril;Mato Grosso do Sul;1221.4;21.47
2018;Maio;Mato Grosso do Sul;2104.4;20.21
2018;Junho;Mato Grosso do Sul;811.6;17.66
2018;Julho;Mato Grosso do Sul;48.6;19.5
2018;Agosto;Mato Grosso do Sul;2283.6;18.79
2018;Setembro;Mato Grosso do Sul;5834.4;21.13
2018;Outubro;Mato Grosso do Sul;8636.0;22.51
2018;Novembro;Mato Grosso do Sul;7715.8;22.96
2018;Dezembro;Mato Grosso do Sul;4473.2;23.92
2018;Janeiro;Mato Grosso;6743.2;22.05
2018;Fevereiro;Mato Grosso;7952.2;21.94
2018;Março;Mato Grosso;5867.6;21.92
2018;Abril;Mato Grosso;3439.4;21.45
2018;Maio;Mato Grosso;1109.4;20.51
2018;Junho;Mato Grosso;231.0;19.66
2018;Julho;Mato Grosso;6.6;19.27
2018;Agosto;Mato Grosso;627.8;19.99
2018;Setembro;Mato Grosso;1648.2;20.55
2018;Outubro;Mato Grosso;4775.6;20.95
2018;Novembro;Mato Grosso;8975.8;21.35
2018;Dezembro;Mato Grosso;6674.0;21.12
2018;Janeiro;Alagoas;427.6;26.99
2018;Fevereiro;Alagoas;486.0;27.06
2018;Março;Alagoas;263.0;27.18
2018;Abril;Alagoas;1050.4;25.14
2018;Maio;Alagoas;515.0;21.48
2018;Junho;Alagoas;268.4;20.72
2018;Julho;Alagoas;348.0;22.95
2018;Agosto;Alagoas;195.8;22.69
2018;Setembro;Alagoas;226.6;22.57
2018;Outubro;Alagoas;40.0;26.63
2018;Novembro;Alagoas;205.8;26.79
2018;Dezembro;Alagoas;468.8;26.84
2018;Janeiro;Bahia;2619.8;24.39
2018;Fevereiro;Bahia;4142.6;22.87
2018;Março;Bahia;4203.4;23.35
2018;Abril;Bahia;3538.8;22.14
2018;Maio;Bahia;3372.4;23.05
2018;Junho;Bahia;3166.6;21.65
2018;Julho;Bahia;1437.6;21.85
2018;Agosto;Bahia;1293.2;23.11
2018;Setembro;Bahia;936.8;24.03
2018;Outubro;Bahia;2438.0;25.59
2018;Novembro;Bahia;4866.0;25.41
2018;Dezembro;Bahia;6904.6;24.91
2018;Janeiro;Ceará;759.6;25.79
2018;Fevereiro;Ceará;1983.0;23.47
2018;Março;Ceará;1542.0;22.77
2018;Abril;Ceará;2000.2;21.72
2018;Maio;Ceará;811.0;23.72
2018;Junho;Ceará;174.6;23.98
2018;Julho;Ceará;363.2;24.38
2018;Agosto;Ceará;132.4;26.72
2018;Setembro;Ceará;24.0;27.58
2018;Outubro;Ceará;86.0;26.66
2018;Novembro;Ceará;317.8;26.62
2018;Dezembro;Ceará;1381.6;24.03
2018;Janeiro;Maranhão;2316.4;23.15
2018;Fevereiro;Maranhão;4201.0;22.07
2018;Março;Maranhão;1974.2;19.96
2018;Abril;Maranhão;3156.2;21.13
2018;Maio;Maranhão;1737.2;22.46
2018;Junho;Maranhão;465.6;21.03
2018;Julho;Maranhão;598.2;22.0
2018;Agosto;Maranhão;136.6;24.33
2018;Setembro;Maranhão;181.2;24.18
2018;Outubro;Maranhão;634.4;24.87
2018;Novembro;Maranhão;1279.4;22.47
2018;Dezembro;Maranhão;1986.6;20.11
2018;Janeiro;Paraíba;430.2;18.07
2018;Fevereiro;Paraíba;822.2;17.18
2018;Março;Paraíba;369.0;17.88
2018;Abril;Paraíba;1900.0;21.36
2018;Maio;Paraíba;667.2;23.73
2018;Junho;Paraíba;297.4;24.05
2018;Julho;Paraíba;286.0;24.16
2018;Agosto;Paraíba;102.2;24.96
2018;Setembro;Paraíba;125.0;25.64
2018;Outubro;Paraíba;31.8;26.83
2018;Novembro;Paraíba;171.0;26.84
2018;Dezembro;Paraíba;394.2;26.8
2018;Janeiro;Pernambuco;326.0;22.23
2018;Fevereiro;Pernambuco;1258.6;23.22
2018;Março;Pernambuco;911.4;21.4
2018;Abril;Pernambuco;1839.8;21.68
2018;Maio;Pernambuco;652.6;21.51
2018;Junho;Pernambuco;352.4;18.99
2018;Julho;Pernambuco;428.4;20.73
2018;Agosto;Pernambuco;244.8;23.91
2018;Setembro;Pernambuco;176.6;24.83
2018;Outubro;Pernambuco;130.4;25.28
2018;Novembro;Pernambuco;201.4;25.42
2018;Dezembro;Pernambuco;819.8;22.43
2018;Janeiro;Piauí;1589.4;25.47
2018;Fevereiro;Piauí;3753.8;24.37
2018;Março;Piauí;2237.2;24.16
2018;Abril;Piauí;1706.4;23.89
2018;Maio;Piauí;178.6;22.8
2018;Junho;Piauí;28.8;22.65
2018;Julho;Piauí;23.4;23.34
2018;Agosto;Piauí;37.2;26.28
2018;Setembro;Piauí;166.6;29.13
2018;Outubro;Piauí;952.0;29.42
2018;Novembro;Piauí;1051.4;27.21
2018;Dezembro;Piauí;2659.2;23.93
2018;Janeiro;Rio Grande do Norte;398.6;23.04
2018;Fevereiro;Rio Grande do Norte;922.6;22.71
2018;Março;Rio Grande do Norte;827.2;21.98
2018;Abril;Rio Grande do Norte;996.4;18.82
2018;Maio;Rio Grande do Norte;297.6;20.4
2018;Junho;Rio Grande do Norte;109.0;18.3
2018;Julho;Rio Grande do Norte;301.6;20.91
2018;Agosto;Rio Grande do Norte;43.2;26.04
2018;Setembro;Rio Grande do Norte;62.6;27.17
2018;Outubro;Rio Grande do Norte;48.6;27.06
2018;Novembro;Rio Grande do Norte;95.6;28.17
2018;Dezembro;Rio Grande do Norte;393.4;26.71
2018;Janeiro;Sergipe;91.4;22.87
2018;Fevereiro;Sergipe;273.0;22.89
2018;Março;Sergipe;384.2;23.47
2018;Abril;Sergipe;420.6;23.08
2018;Maio;Sergipe;487.8;24.5
2018;Junho;Sergipe;592.6;23.26
2018;Julho;Sergipe;504.2;22.69
2018;Agosto;Sergipe;191.6;23.49
2018;Setembro;Sergipe;65.6;23.28
2018;Outubro;Sergipe;101.6;26.02
2018;Novembro;Sergipe;162.6;26.1
2018;Dezembro;Sergipe;359.8;26.47
2018;Janeiro;Acre;858.2;20.95
2018;Fevereiro;Acre;666.6;21.55
2018;Março;Acre;735.8;18.74
2018;Abril;Acre;651.6;16.56
2018;Maio;Acre;611.8;14.77
2018;Junho;Acre;107.0;14.17
2018;Julho;Acre;121.6;14.75
2018;Agosto;Acre;319.8;16.99
2018;Setembro;Acre;512.2;22.19
2018;Outubro;Acre;1321.8;24.76
2018;Novembro;Acre;1650.8;21.9
2018;Dezembro;Acre;1016.8;21.14
2018;Janeiro;Amazonas;2986.0;14.63
2018;Fevereiro;Amazonas;3555.6;12.91
2018;Março;Amazonas;2488.6;14.67
2018;Abril;Amazonas;3758.8;17.61
2018;Maio;Amazonas;3320.6;17.85
2018;Junho;Amazonas;2314.0;17.18
2018;Julho;Amazonas;1593.6;17.57
2018;Agosto;Amazonas;882.6;16.49
2018;Setembro;Amazonas;1210.8;16.85
2018;Outubro;Amazonas;974.8;17.09
2018;Novembro;Amazonas;2593.6;16.55
2018;Dezembro;Amazonas;3979.6;17.31
2018;Janeiro;Amapá;550.6;17.27
2018;Fevereiro;Amapá;468.4;14.7
2018;Março;Amapá;272.8;9.64
2018;Abril;Amapá;626.6;8.61
2018;Maio;Amapá;507.2;8.74
2018;Junho;Amapá;344.4;12.76
2018;Julho;Amapá;562.4;26.14
2018;Agosto;Amapá;106.0;26.66
2018;Setembro;Amapá;245.4;27.53
2018;Outubro;Amapá;50.8;23.55
2018;Novembro;Amapá;359.0;18.03
2018;Dezembro;Amapá;901.2;16.6
2018;Janeiro;Pará;4914.0;22.56
2018;Fevereiro;Pará;8405.0;20.24
2018;Março;Pará;6909.4;19.85
2018;Abril;Pará;6395.8;19.24
2018;Maio;Pará;4748.6;21.85
2018;Junho;Pará;1485.6;21.01
2018;Julho;Pará;1548.8;21.26
2018;Agosto;Pará;1651.0;23.24
2018;Setembro;Pará;1511.2;24.1
2018;Outubro;Pará;1505.0;22.7
2018;Novembro;Pará;4099.8;22.26
2018;Dezembro;Pará;6975.2;20.54
2018;Janeiro;Rondônia;1463.6;19.37
2018;Fevereiro;Rondônia;1208.4;18.67
2018;Março;Rondônia;961.4;19.15
2018;Abril;Rondônia;759.4;18.27
2018;Maio;Rondônia;286.4;18.44
2018;Junho;Rondônia;51.8;15.15
2018;Julho;Rondônia;41.4;14.34
2018;Agosto;Rondônia;286.4;17.29
2018;Setembro;Rondônia;408.2;19.87
2018;Outubro;Rondônia;678.4;20.95
2018;Novembro;Rondônia;1320.6;18.22
2018;Dezembro;Rondônia;1710.0;17.28
2018;Janeiro;Roraima;72.4;18.25
2018;Fevereiro;Roraima;63.2;17.03
2018;Março;Roraima;87.2;10.32
2018;Abril;Roraima;246.0;7.82
2018;Maio;Roraima;819.2;17.35
2018;Junho;Roraima;797.2;16.06
2018;Julho;Roraima;582.6;15.43
2018;Agosto;Roraima;158.2;15.7
2018;Setembro;Roraima;406.0;16.25
2018;Outubro;Roraima;118.0;15.82
2018;Novembro;Roraima;64.0;9.55
2018;Dezembro;Roraima;86.6;15.64
2018;Janeiro;Tocantins;4170.6;23.91
2018;Fevereiro;Tocantins;6812.0;24.79
2018;Março;Tocantins;5067.0;24.98
2018;Abril;Tocantins;2540.0;25.08
2018;Maio;Tocantins;287.6;25.65
2018;Junho;Tocantins;5.8;24.46
2018;Julho;Tocantins;3.6;24.64
2018;Agosto;Tocantins;233.4;26.03
2018;Setembro;Tocantins;417.8;25.97
2018;Outubro;Tocantins;1985.0;22.99
2018;Novembro;Tocantins;3908.6;20.74
2018;Dezembro;Tocantins;2500.2;16.7
2018;Janeiro;Espírito Santo;1187.2;24.66
2018;Fevereiro;Espírito Santo;1952.4;23.03
2018;Março;Espírito Santo;1747.0;22.26
2018;Abril;Espírito Santo;1970.6;20.91
2018;Maio;Espírito Santo;1413.8;21.35
2018;Junho;Espírito Santo;513.2;20.88
2018;Julho;Espírito Santo;140.8;20.34
2018;Agosto;Espírito Santo;1028.0;20.74
2018;Setembro;Espírito Santo;362.2;22.14
2018;Outubro;Espírito Santo;1315.8;22.66
2018;Novembro;Espírito Santo;2629.6;22.11
2018;Dezembro;Espírito Santo;2529.4;22.52
2018;Janeiro;Minas Gerais;10065.4;22.91
2018;Fevereiro;Minas Gerais;12611.4;21.8
2018;Março;Minas Gerais;9066.6;22.09
2018;Abril;Minas Gerais;3096.2;20.47
2018;Maio;Minas Gerais;1431.4;18.95
2018;Junho;Minas Gerais;481.0;18.84
2018;Julho;Minas Gerais;293.6;18.61
2018;Agosto;Minas Gerais;2235.4;19.97
2018;Setembro;Minas Gerais;2938.2;21.79
2018;Outubro;Minas Gerais;8640.0;22.73
2018;Novembro;Minas Gerais;16094.6;21.78
2018;Dezembro;Minas Gerais;15762.2;22.53
2018;Janeiro;Rio de Janeiro;5921.4;23.58
2018;Fevereiro;Rio de Janeiro;4348.4;22.72
2018;Março;Rio de Janeiro;4477.6;23.75
2018;Abril;Rio de Janeiro;2187.6;22.01
2018;Maio;Rio de Janeiro;1471.2;20.01
2018;Junho;Rio de Janeiro;1083.0;19.43
2018;Julho;Rio de Janeiro;797.4;19.26
2018;Agosto;Rio de Janeiro;1909.0;18.93
2018;Setembro;Rio de Janeiro;1909.2;20.84
2018;Outubro;Rio de Janeiro;3095.2;21.57
2018;Novembro;Rio de Janeiro;5465.4;22.06
2018;Dezembro;Rio de Janeiro;3036.2;23.44
2018;Janeiro;São Paulo;9322.2;22.68
2018;Fevereiro;São Paulo;5156.4;22.14
2018;Março;São Paulo;6245.2;24.2
2018;Abril;São Paulo;1605.8;21.27
2018;Maio;São Paulo;1054.6;19.09
2018;Junho;São Paulo;930.6;18.55
2018;Julho;São Paulo;480.0;18.19
2018;Agosto;São Paulo;2383.2;16.97
2018;Setembro;São Paulo;3353.4;20.4
2018;Outubro;São Paulo;6952.6;22.37
2018;Novembro;São Paulo;6890.2;22.23
2018;Dezembro;São Paulo;5207.2;24.09
2018;Janeiro;Paraná;6024.2;20.38
2018;Fevereiro;Paraná;2724.2;18.47
2018;Março;Paraná;4377.0;20.47
2018;Abril;Paraná;592.4;19.9
2018;Maio;Paraná;1129.2;16.92
2018;Junho;Paraná;2088.6;14.72
2018;Julho;Paraná;219.6;15.3
2018;Agosto;Paraná;2152.8;13.55
2018;Setembro;Paraná;3238.2;15.64
2018;Outubro;Paraná;5534.8;16.57
2018;Novembro;Paraná;2432.2;19.62
2018;Dezembro;Paraná;1968.4;22.37
2018;Janeiro;Rio Grande do Sul;6684.6;22.15
2018;Fevereiro;Rio Grande do Sul;3221.2;21.62
2018;Março;Rio Grande do Sul;6457.4;21.19
2018;Abril;Rio Grande do Sul;3474.0;21.2
2018;Maio;Rio Grande do Sul;4574.0;16.41
2018;Junho;Rio Grande do Sul;4917.2;11.74
2018;Julho;Rio Grande do Sul;6018.0;12.48
2018;Agosto;Rio Grande do Sul;5657.0;11.62
2018;Setembro;Rio Grande do Sul;7434.8;16.82
2018;Outubro;Rio Grande do Sul;6385.4;17.5
2018;Novembro;Rio Grande do Sul;7293.4;20.58
2018;Dezembro;Rio Grande do Sul;5207.4;21.97
2018;Janeiro;Santa Catarina;5243.2;20.34
2018;Fevereiro;Santa Catarina;2038.0;19.69
2018;Março;Santa Catarina;4005.4;19.77
2018;Abril;Santa Catarina;571.8;18.23
2018;Maio;Santa Catarina;1579.4;16.0
2018;Junho;Santa Catarina;2309.0;12.79
2018;Julho;Santa Catarina;1043.0;13.41
2018;Agosto;Santa Catarina;1832.2;11.81
2018;Setembro;Santa Catarina;3324.2;14.88
2018;Outubro;Santa Catarina;4479.0;15.36
2018;Novembro;Santa Catarina;2681.4;17.32
2018;Dezembro;Santa Catarina;2851.8;20.59
2019;Janeiro;Distrito Federal;429.6;22.02
2019;Fevereiro;Distrito Federal;905.2;22.45
2019;Março;Distrito Federal;1130.0;21.91
2019;Abril;Distrito Federal;1136.0;21.83
2019;Maio;Distrito Federal;374.6;21.45
2019;Junho;Distrito Federal;12.8;19.58
2019;Julho;Distrito Federal;0.2;19.13
2019;Agosto;Distrito Federal;0.0;21.45
2019;Setembro;Distrito Federal;22.0;24.53
2019;Outubro;Distrito Federal;361.0;24.35
2019;Novembro;Distrito Federal;1038.6;22.9
2019;Dezembro;Distrito Federal;1230.4;21.99
2019;Janeiro;Goiás;2823.4;24.42
2019;Fevereiro;Goiás;5333.8;24.14
2019;Março;Goiás;5265.6;23.31
2019;Abril;Goiás;3022.4;23.33
2019;Maio;Goiás;1015.6;23.45
2019;Junho;Goiás;5.2;21.8
2019;Julho;Goiás;42.0;21.29
2019;Agosto;Goiás;34.0;22.94
2019;Setembro;Goiás;420.2;25.23
2019;Outubro;Goiás;1835.2;23.9
2019;Novembro;Goiás;3916.2;21.71
2019;Dezembro;Goiás;4770.6;21.54
2019;Janeiro;Mato Grosso do Sul;5052.6;24.61
2019;Fevereiro;Mato Grosso do Sul;7177.6;23.61
2019;Março;Mato Grosso do Sul;6005.6;22.66
2019;Abril;Mato Grosso do Sul;3786.0;20.54
2019;Maio;Mato Grosso do Sul;2390.0;17.79
2019;Junho;Mato Grosso do Sul;790.0;17.43
2019;Julho;Mato Grosso do Sul;1070.6;15.09
2019;Agosto;Mato Grosso do Sul;375.6;16.08
2019;Setembro;Mato Grosso do Sul;893.6;18.69
2019;Outubro;Mato Grosso do Sul;1986.0;19.27
2019;Novembro;Mato Grosso do Sul;3959.8;20.71
2019;Dezembro;Mato Grosso do Sul;8236.6;20.5
2019;Janeiro;Mato Grosso;6090.4;20.12
2019;Fevereiro;Mato Grosso;7104.8;20.78
2019;Março;Mato Grosso;7233.8;20.02
2019;Abril;Mato Grosso;4828.0;20.04
2019;Maio;Mato Grosso;1292.8;18.85
2019;Junho;Mato Grosso;23.0;19.8
2019;Julho;Mato Grosso;53.6;18.0
2019;Agosto;Mato Grosso;210.0;20.54
2019;Setembro;Mato Grosso;1375.0;22.34
2019;Outubro;Mato Grosso;3830.6;20.61
2019;Novembro;Mato Grosso;4649.2;21.22
2019;Dezembro;Mato Grosso;6674.4;23.34
2019;Janeiro;Alagoas;340.8;26.5
2019;Fevereiro;Alagoas;300.4;27.88
2019;Março;Alagoas;607.6;27.38
2019;Abril;Alagoas;346.4;27.01
2019;Maio;Alagoas;378.4;25.62
2019;Junho;Alagoas;680.4;18.21
2019;Julho;Alagoas;581.8;14.39
2019;Agosto;Alagoas;587.8;15.62
2019;Setembro;Alagoas;239.6;14.86
2019;Outubro;Alagoas;66.2;18.49
2019;Novembro;Alagoas;31.6;21.34
2019;Dezembro;Alagoas;103.8;23.18
2019;Janeiro;Bahia;1125.8;25.4
2019;Fevereiro;Bahia;2393.2;25.4
2019;Março;Bahia;6185.2;25.65
2019;Abril;Bahia;3548.2;25.68
2019;Maio;Bahia;2408.6;24.53
2019;Junho;Bahia;3293.6;22.32
2019;Julho;Bahia;2866.2;20.81
2019;Agosto;Bahia;2832.8;20.49
2019;Setembro;Bahia;1859.0;22.72
2019;Outubro;Bahia;1865.4;24.65
2019;Novembro;Bahia;1907.0;25.22
2019;Dezembro;Bahia;2194.8;25.15
2019;Janeiro;Ceará;1209.6;22.87
2019;Fevereiro;Ceará;1844.0;20.48
2019;Março;Ceará;2284.8;21.28
2019;Abril;Ceará;1694.0;20.31
2019;Maio;Ceará;1140.2;22.82
2019;Junho;Ceará;539.6;22.34
2019;Julho;Ceará;345.0;22.78
2019;Agosto;Ceará;66.8;24.39
2019;Setembro;Ceará;56.6;25.02
2019;Outubro;Ceará;64.2;23.61
2019;Novembro;Ceará;117.8;21.86
2019;Dezembro;Ceará;345.4;24.78
2019;Janeiro;Maranhão;2109.0;21.55
2019;Fevereiro;Maranhão;2591.6;20.15
2019;Março;Maranhão;4545.0;19.5
2019;Abril;Maranhão;3795.6;20.96
2019;Maio;Maranhão;1503.0;22.94
2019;Junho;Maranhão;518.8;24.62
2019;Julho;Maranhão;593.0;24.27
2019;Agosto;Maranhão;20.6;23.93
2019;Setembro;Maranhão;119.0;24.5
2019;Outubro;Maranhão;660.8;25.61
2019;Novembro;Maranhão;658.6;25.8
2019;Dezembro;Maranhão;1248.8;25.19
2019;Janeiro;Paraíba;468.0;26.63
2019;Fevereiro;Paraíba;1003.2;24.06
2019;Março;Paraíba;1226.0;23.86
2019;Abril;Paraíba;829.6;24.15
2019;Maio;Paraíba;738.0;24.7
2019;Junho;Paraíba;1136.6;24.29
2019;Julho;Paraíba;1004.0;23.11
2019;Agosto;Paraíba;315.8;22.88
2019;Setembro;Paraíba;132.6;23.0
2019;Outubro;Paraíba;105.6;23.57
2019;Novembro;Paraíba;4.6;23.73
2019;Dezembro;Paraíba;100.8;24.51
2019;Janeiro;Pernambuco;280.0;21.97
2019;Fevereiro;Pernambuco;660.0;23.17
2019;Março;Pernambuco;1262.2;22.6
2019;Abril;Pernambuco;770.2;22.59
2019;Maio;Pernambuco;537.6;23.4
2019;Junho;Pernambuco;731.2;21.35
2019;Julho;Pernambuco;889.8;21.73
2019;Agosto;Pernambuco;505.6;22.42
2019;Setembro;Pernambuco;179.2;24.61
2019;Outubro;Pernambuco;82.6;26.13
2019;Novembro;Pernambuco;270.6;26.22
2019;Dezembro;Pernambuco;169.4;26.03
2019;Janeiro;Piauí;1329.8;23.53
2019;Fevereiro;Piauí;2601.8;22.68
2019;Março;Piauí;3206.2;22.11
2019;Abril;Piauí;3257.0;25.92
2019;Maio;Piauí;798.2;24.61
2019;Junho;Piauí;43.4;22.21
2019;Julho;Piauí;142.4;24.41
2019;Agosto;Piauí;10.2;24.25
2019;Setembro;Piauí;79.4;26.84
2019;Outubro;Piauí;389.6;27.75
2019;Novembro;Piauí;460.4;27.01
2019;Dezembro;Piauí;581.6;27.05
2019;Janeiro;Rio Grande do Norte;603.6;20.1
2019;Fevereiro;Rio Grande do Norte;413.4;17.16
2019;Março;Rio Grande do Norte;1544.4;22.35
2019;Abril;Rio Grande do Norte;1487.4;23.04
2019;Maio;Rio Grande do Norte;484.8;22.88
2019;Junho;Rio Grande do Norte;538.0;23.16
2019;Julho;Rio Grande do Norte;279.4;22.46
2019;Agosto;Rio Grande do Norte;96.8;23.48
2019;Setembro;Rio Grande do Norte;62.0;24.31
2019;Outubro;Rio Grande do Norte;230.0;24.38
2019;Novembro;Rio Grande do Norte;232.8;21.18
2019;Dezembro;Rio Grande do Norte;149.4;20.66
2019;Janeiro;Sergipe;129.4;24.94
2019;Fevereiro;Sergipe;164.2;23.83
2019;Março;Sergipe;735.4;25.04
2019;Abril;Sergipe;454.8;26.75
2019;Maio;Sergipe;525.8;25.9
2019;Junho;Sergipe;1410.8;20.62
2019;Julho;Sergipe;1492.6;16.67
2019;Agosto;Sergipe;397.4;18.91
2019;Setembro;Sergipe;281.6;21.62
2019;Outubro;Sergipe;162.4;25.38
2019;Novembro;Sergipe;96.8;25.86
2019;Dezembro;Sergipe;71.8;26.48
2019;Janeiro;Acre;1584.4;21.14
2019;Fevereiro;Acre;1618.0;20.49
2019;Março;Acre;1659.6;20.44
2019;Abril;Acre;749.8;19.96
2019;Maio;Acre;362.4;17.73
2019;Junho;Acre;235.4;20.1
2019;Julho;Acre;467.8;21.45
2019;Agosto;Acre;307.8;22.91
2019;Setembro;Acre;621.8;23.01
2019;Outubro;Acre;894.4;22.07
2019;Novembro;Acre;1514.8;20.37
2019;Dezembro;Acre;2196.4;22.8
2019;Janeiro;Amazonas;4067.0;22.31
2019;Fevereiro;Amazonas;3939.4;22.55
2019;Março;Amazonas;3246.6;23.01
2019;Abril;Amazonas;4345.4;22.6
2019;Maio;Amazonas;3952.6;21.3
2019;Junho;Amazonas;1640.0;20.75
2019;Julho;Amazonas;1549.2;21.0
2019;Agosto;Amazonas;1017.6;19.77
2019;Setembro;Amazonas;1475.6;20.48
2019;Outubro;Amazonas;2621.6;22.38
2019;Novembro;Amazonas;3159.2;25.32
2019;Dezembro;Amazonas;4502.4;22.88
2019;Janeiro;Amapá;554.0;12.64
2019;Fevereiro;Amapá;872.4;17.28
2019;Março;Amapá;390.6;14.36
2019;Abril;Amapá;885.8;15.17
2019;Maio;Amapá;1383.0;19.39
2019;Junho;Amapá;814.6;19.49
2019;Julho;Amapá;542.6;13.44
2019;Agosto;Amapá;147.8;13.65
2019;Setembro;Amapá;47.0;14.09
2019;Outubro;Amapá;58.8;14.18
