Ano;Mês;UF;Precipitação Total;Temperatura Média
2015;Janeiro;São Paulo;4465.0;24.78
2015;Fevereiro;São Paulo;6595.0;23.34
2015;Março;São Paulo;6210.6;22.42
2015;Abril;São Paulo;1862.0;20.14
2015;Maio;São Paulo;2756.6;17.34
2015;Junho;São Paulo;571.2;18.14
2015;Julho;São Paulo;2145.4;17.51
2015;Agosto;São Paulo;568.4;18.97
2015;Setembro;São Paulo;4513.8;21.12
2015;Outubro;São Paulo;3177.6;22.15
2015;Novembro;São Paulo;7333.2;22.12
2015;Dezembro;São Paulo;6328.6;23.74
2015;Janeiro;Paraná;2450.6;20.66
2015;Fevereiro;Paraná;3136.4;18.96
2015;Março;Paraná;2700.6;19.05
2015;Abril;Paraná;1249.4;16.54
2015;Maio;Paraná;2329.4;15.41
2015;Junho;Paraná;1476.8;15.17
2015;Julho;Paraná;3717.2;13.52
2015;Agosto;Paraná;760.8;17.94
2015;Setembro;Paraná;2980.0;18.61
2015;Outubro;Paraná;4111.2;20.95
2015;Novembro;Paraná;5959.0;21.14
2015;Dezembro;Paraná;4982.4;21.84
2015;Janeiro;Rio Grande do Sul;7161.2;21.79
2015;Fevereiro;Rio Grande do Sul;3942.2;21.41
2015;Março;Rio Grande do Sul;2638.4;20.63
2015;Abril;Rio Grande do Sul;3059.4;18.18
2015;Maio;Rio Grande do Sul;4792.4;14.84
2015;Junho;Rio Grande do Sul;4908.4;12.67
2015;Julho;Rio Grande do Sul;7400.8;12.38
2015;Agosto;Rio Grande do Sul;2918.8;16.26
2015;Setembro;Rio Grande do Sul;5532.2;13.95
2015;Outubro;Rio Grande do Sul;9491.8;16.03
2015;Novembro;Rio Grande do Sul;5674.8;17.88
2015;Dezembro;Rio Grande do Sul;10341.8;20.23
2015;Janeiro;Santa Catarina;4375.6;21.92
2015;Fevereiro;Santa Catarina;3698.2;21.44
2015;Março;Santa Catarina;2774.8;20.05
2015;Abril;Santa Catarina;1575.8;17.56
2015;Maio;Santa Catarina;2823.2;15.17
2015;Junho;Santa Catarina;2440.6;13.48
2015;Julho;Santa Catarina;3891.6;13.0
2015;Agosto;Santa Catarina;941.6;16.54
2015;Setembro;Santa Catarina;4034.6;15.29
2015;Outubro;Santa Catarina;5013.8;17.13
2015;Novembro;Santa Catarina;3791.4;17.42
2015;Dezembro;Santa Catarina;4804.4;20.53
2016;Janeiro;Distrito Federal;1114.0;21.63
2016;Fevereiro;Distrito Federal;257.0;23.03
2016;Março;Distrito Federal;363.4;22.17
2016;Abril;Distrito Federal;14.6;21.89
2016;Maio;Distrito Federal;33.2;20.22
2016;Junho;Distrito Federal;2.0;19.92
2016;Julho;Distrito Federal;0.0;20.33
2016;Agosto;Distrito Federal;39.4;21.76
2016;Setembro;Distrito Federal;112.6;23.74
2016;Outubro;Distrito Federal;387.6;23.01
2016;Novembro;Distrito Federal;613.4;21.47
2016;Dezembro;Distrito Federal;491.0;22.01
2016;Janeiro;Goiás;6901.2;23.73
2016;Fevereiro;Goiás;2720.0;25.0
2016;Março;Goiás;3408.6;22.96
2016;Abril;Goiás;276.4;23.35
2016;Maio;Goiás;307.0;22.78
2016;Junho;Goiás;162.0;20.57
2016;Julho;Goiás;0.2;21.58
2016;Agosto;Goiás;305.4;21.72
2016;Setembro;Goiás;536.4;23.74
2016;Outubro;Goiás;1844.2;23.16
2016;Novembro;Goiás;3726.4;23.13
2016;Dezembro;Goiás;3190.0;23.18
2016;Janeiro;Mato Grosso do Sul;4655.2;20.71
2016;Fevereiro;Mato Grosso do Sul;3472.8;24.08
2016;Março;Mato Grosso do Sul;2231.4;22.07
2016;Abril;Mato Grosso do Sul;1368.8;22.44
2016;Maio;Mato Grosso do Sul;2862.4;19.08
2016;Junho;Mato Grosso do Sul;693.2;16.55
2016;Julho;Mato Grosso do Sul;369.2;19.18
2016;Agosto;Mato Grosso do Sul;1895.8;19.81
2016;Setembro;Mato Grosso do Sul;766.8;20.66
2016;Outubro;Mato Grosso do Sul;2223.6;21.99
2016;Novembro;Mato Grosso do Sul;1704.2;23.98
2016;Dezembro;Mato Grosso do Sul;4648.2;24.97
2016;Janeiro;Mato Grosso;7885.6;21.58
2016;Fevereiro;Mato Grosso;3528.2;21.48
2016;Março;Mato Grosso;5523.6;23.13
2016;Abril;Mato Grosso;1290.2;22.36
2016;Maio;Mato Grosso;530.2;22.93
2016;Junho;Mato Grosso;415.8;22.21
2016;Julho;Mato Grosso;3.8;21.95
2016;Agosto;Mato Grosso;875.6;20.83
2016;Setembro;Mato Grosso;1195.0;22.24
2016;Outubro;Mato Grosso;2788.0;22.38
2016;Novembro;Mato Grosso;4842.0;21.12
2016;Dezembro;Mato Grosso;7452.8;21.88
2016;Janeiro;Alagoas;590.8;27.28
2016;Fevereiro;Alagoas;180.2;27.4
2016;Março;Alagoas;589.4;27.85
2016;Abril;Alagoas;595.0;26.79
2016;Maio;Alagoas;867.0;25.61
2016;Junho;Alagoas;692.0;24.85
2016;Julho;Alagoas;520.0;21.39
2016;Agosto;Alagoas;208.0;19.99
2016;Setembro;Alagoas;127.6;22.97
2016;Outubro;Alagoas;95.8;23.15
2016;Novembro;Alagoas;67.2;20.68
2016;Dezembro;Alagoas;124.6;25.04
2016;Janeiro;Bahia;11104.0;24.87
2016;Fevereiro;Bahia;957.2;25.25
2016;Março;Bahia;1153.6;26.45
2016;Abril;Bahia;1310.8;24.77
2016;Maio;Bahia;2056.4;22.68
2016;Junho;Bahia;1602.0;22.24
2016;Julho;Bahia;2064.6;20.06
2016;Agosto;Bahia;2432.2;19.85
2016;Setembro;Bahia;1429.2;20.09
2016;Outubro;Bahia;2581.4;24.56
2016;Novembro;Bahia;4351.2;24.67
2016;Dezembro;Bahia;2213.2;24.27
2016;Janeiro;Ceará;1772.4;23.51
2016;Fevereiro;Ceará;558.6;23.92
2016;Março;Ceará;1536.8;24.26
2016;Abril;Ceará;1162.0;23.89
2016;Maio;Ceará;656.4;26.56
2016;Junho;Ceará;249.2;25.35
2016;Julho;Ceará;33.2;25.3
2016;Agosto;Ceará;25.2;25.33
2016;Setembro;Ceará;35.8;25.01
2016;Outubro;Ceará;18.6;28.01
2016;Novembro;Ceará;13.4;28.56
2016;Dezembro;Ceará;342.8;27.79
2016;Janeiro;Maranhão;2770.0;20.65
2016;Fevereiro;Maranhão;1129.8;23.0
2016;Março;Maranhão;2718.4;23.39
2016;Abril;Maranhão;1629.8;24.45
2016;Maio;Maranhão;985.6;26.27
2016;Junho;Maranhão;471.6;26.35
2016;Julho;Maranhão;188.4;23.57
2016;Agosto;Maranhão;52.6;23.85
2016;Setembro;Maranhão;336.0;24.37
2016;Outubro;Maranhão;485.8;24.78
2016;Novembro;Maranhão;778.8;24.53
2016;Dezembro;Maranhão;1175.0;24.29
2016;Janeiro;Paraíba;861.2;22.69
2016;Fevereiro;Paraíba;312.4;21.15
2016;Março;Paraíba;906.4;23.77
2016;Abril;Paraíba;852.8;23.07
2016;Maio;Paraíba;868.6;23.64
2016;Junho;Paraíba;392.6;24.44
2016;Julho;Paraíba;154.8;24.32
2016;Agosto;Paraíba;99.4;24.09
2016;Setembro;Paraíba;53.6;21.42
2016;Outubro;Paraíba;40.6;19.9
2016;Novembro;Paraíba;11.2;19.35
2016;Dezembro;Paraíba;412.0;24.13
2016;Janeiro;Pernambuco;1494.2;24.72
2016;Fevereiro;Pernambuco;469.0;24.63
2016;Março;Pernambuco;712.8;27.04
2016;Abril;Pernambuco;520.6;24.64
2016;Maio;Pernambuco;930.6;22.69
2016;Junho;Pernambuco;378.8;22.32
2016;Julho;Pernambuco;320.2;23.23
2016;Agosto;Pernambuco;172.2;23.88
2016;Setembro;Pernambuco;121.8;25.28
2016;Outubro;Pernambuco;37.6;25.3
2016;Novembro;Pernambuco;61.8;24.74
2016;Dezembro;Pernambuco;238.8;26.51
2016;Janeiro;Piauí;4659.6;23.94
2016;Fevereiro;Piauí;862.0;23.74
2016;Março;Piauí;1859.4;25.52
2016;Abril;Piauí;769.0;27.11
2016;Maio;Piauí;592.0;28.11
2016;Junho;Piauí;219.0;27.06
2016;Julho;Piauí;65.6;24.24
2016;Agosto;Piauí;0.8;27.02
2016;Setembro;Piauí;248.2;28.07
2016;Outubro;Piauí;345.2;29.18
2016;Novembro;Piauí;486.0;29.48
2016;Dezembro;Piauí;1174.4;25.51
2016;Janeiro;Rio Grande do Norte;848.6;15.16
2016;Fevereiro;Rio Grande do Norte;193.4;15.64
2016;Março;Rio Grande do Norte;541.8;21.47
2016;Abril;Rio Grande do Norte;524.0;24.38
2016;Maio;Rio Grande do Norte;459.4;24.23
2016;Junho;Rio Grande do Norte;294.4;21.93
2016;Julho;Rio Grande do Norte;51.2;15.11
2016;Agosto;Rio Grande do Norte;101.6;23.44
2016;Setembro;Rio Grande do Norte;90.8;24.08
2016;Outubro;Rio Grande do Norte;32.4;24.3
2016;Novembro;Rio Grande do Norte;22.6;20.63
2016;Dezembro;Rio Grande do Norte;232.4;20.46
2016;Janeiro;Sergipe;547.0;23.62
2016;Fevereiro;Sergipe;91.8;22.35
2016;Março;Sergipe;157.8;27.25
2016;Abril;Sergipe;163.0;23.97
2016;Maio;Sergipe;703.0;20.65
2016;Junho;Sergipe;512.0;19.1
2016;Julho;Sergipe;202.8;19.95
2016;Agosto;Sergipe;181.6;19.89
2016;Setembro;Sergipe;119.2;14.91
2016;Outubro;Sergipe;50.4;16.37
2016;Novembro;Sergipe;36.6;26.55
2016;Dezembro;Sergipe;103.6;26.87
2016;Janeiro;Acre;1356.8;26.38
2016;Fevereiro;Acre;1702.8;25.83
2016;Março;Acre;883.2;24.77
2016;Abril;Acre;530.0;22.03
2016;Maio;Acre;429.2;21.23
2016;Junho;Acre;166.0;17.89
2016;Julho;Acre;64.0;16.88
2016;Agosto;Acre;267.4;17.59
2016;Setembro;Acre;310.6;17.72
2016;Outubro;Acre;882.2;22.67
2016;Novembro;Acre;654.0;20.5
2016;Dezembro;Acre;1133.4;19.62
2016;Janeiro;Amazonas;2501.4;23.62
2016;Fevereiro;Amazonas;3350.2;20.3
2016;Março;Amazonas;4265.0;17.56
2016;Abril;Amazonas;3234.2;17.91
2016;Maio;Amazonas;2884.4;21.12
2016;Junho;Amazonas;1783.6;22.39
2016;Julho;Amazonas;1028.0;20.1
2016;Agosto;Amazonas;834.0;20.07
2016;Setembro;Amazonas;1702.4;22.26
2016;Outubro;Amazonas;2055.2;22.57
2016;Novembro;Amazonas;2156.8;21.57
2016;Dezembro;Amazonas;5409.4;15.78
2016;Janeiro;Amapá;265.8;26.07
2016;Fevereiro;Amapá;715.6;26.03
2016;Março;Amapá;743.8;25.56
2016;Abril;Amapá;694.2;17.29
2016;Maio;Amapá;414.2;12.99
2016;Junho;Amapá;393.2;22.38
2016;Julho;Amapá;162.4;26.51
2016;Agosto;Amapá;95.4;27.31
2016;Setembro;Amapá;69.8;27.55
2016;Outubro;Amapá;1.6;19.18
2016;Novembro;Amapá;33.2;27.84
2016;Dezembro;Amapá;716.6;26.13
2016;Janeiro;Pará;4156.8;23.29
2016;Fevereiro;Pará;3965.4;22.59
2016;Março;Pará;6159.8;21.64
2016;Abril;Pará;4275.8;21.68
2016;Maio;Pará;2499.8;22.5
2016;Junho;Pará;1111.8;23.47
2016;Julho;Pará;1044.6;23.94
2016;Agosto;Pará;503.4;22.5
2016;Setembro;Pará;1162.8;21.29
2016;Outubro;Pará;1316.2;25.37
2016;Novembro;Pará;1480.2;26.21
2016;Dezembro;Pará;5432.6;23.16
2016;Janeiro;Rondônia;1171.6;25.88
2016;Fevereiro;Rondônia;956.4;25.82
2016;Março;Rondônia;1540.4;25.35
2016;Abril;Rondônia;471.0;21.69
2016;Maio;Rondônia;310.0;20.17
2016;Junho;Rondônia;75.8;24.61
2016;Julho;Rondônia;1.0;24.51
2016;Agosto;Rondônia;137.0;24.45
2016;Setembro;Rondônia;436.8;25.98
2016;Outubro;Rondônia;430.4;20.56
2016;Novembro;Rondônia;676.6;17.49
2016;Dezembro;Rondônia;773.6;9.07
2016;Janeiro;Roraima;0.0;29.19
2016;Fevereiro;Roraima;33.4;28.71
2016;Março;Roraima;0.0;30.03
2016;Abril;Roraima;270.4;28.03
2016;Maio;Roraima;327.2;26.64
2016;Junho;Roraima;340.4;24.02
2016;Julho;Roraima;208.0;21.79
2016;Agosto;Roraima;99.4;26.05
2016;Setembro;Roraima;105.8;27.9
2016;Outubro;Roraima;29.2;14.81
2016;Novembro;Roraima;3.0;8.0
2016;Dezembro;Roraima;113.0;9.4
2016;Janeiro;Tocantins;4287.4;18.52
2016;Fevereiro;Tocantins;799.0;26.69
2016;Março;Tocantins;2441.4;25.93
2016;Abril;Tocantins;936.8;26.45
2016;Maio;Tocantins;194.2;26.4
2016;Junho;Tocantins;233.6;24.52
2016;Julho;Tocantins;1.8;24.01
2016;Agosto;Tocantins;22.6;23.05
2016;Setembro;Tocantins;978.2;24.16
2016;Outubro;Tocantins;1289.4;26.25
2016;Novembro;Tocantins;2717.0;26.41
2016;Dezembro;Tocantins;2844.8;25.14
2016;Janeiro;Espírito Santo;1852.2;25.28
2016;Fevereiro;Espírito Santo;324.6;26.72
2016;Março;Espírito Santo;751.6;24.68
2016;Abril;Espírito Santo;194.4;22.3
2016;Maio;Espírito Santo;124.8;20.54
2016;Junho;Espírito Santo;433.6;18.36
2016;Julho;Espírito Santo;323.0;20.81
2016;Agosto;Espírito Santo;170.6;21.57
2016;Setembro;Espírito Santo;311.0;22.47
2016;Outubro;Espírito Santo;832.4;22.71
2016;Novembro;Espírito Santo;1923.2;23.39
2016;Dezembro;Espírito Santo;1565.6;24.36
2016;Janeiro;Minas Gerais;19926.0;21.86
2016;Fevereiro;Minas Gerais;5036.4;21.84
2016;Março;Minas Gerais;5847.4;22.26
2016;Abril;Minas Gerais;1334.0;22.79
2016;Maio;Minas Gerais;1127.2;19.46
2016;Junho;Minas Gerais;2070.4;17.5
2016;Julho;Minas Gerais;217.4;18.07
2016;Agosto;Minas Gerais;710.4;18.79
2016;Setembro;Minas Gerais;1797.0;21.67
2016;Outubro;Minas Gerais;4834.0;23.26
2016;Novembro;Minas Gerais;13838.6;22.5
2016;Dezembro;Minas Gerais;11459.2;22.7
2016;Janeiro;Rio de Janeiro;5050.2;21.92
2016;Fevereiro;Rio de Janeiro;2887.2;20.49
2016;Março;Rio de Janeiro;2244.6;22.07
2016;Abril;Rio de Janeiro;376.8;22.85
2016;Maio;Rio de Janeiro;893.2;20.23
2016;Junho;Rio de Janeiro;1630.0;17.78
2016;Julho;Rio de Janeiro;177.4;19.1
2016;Agosto;Rio de Janeiro;737.8;19.78
2016;Setembro;Rio de Janeiro;1053.6;19.99
2016;Outubro;Rio de Janeiro;1619.0;20.76
2016;Novembro;Rio de Janeiro;5455.6;21.67
2016;Dezembro;Rio de Janeiro;3720.8;23.61
2016;Janeiro;São Paulo;8540.8;23.35
2016;Fevereiro;São Paulo;5933.0;24.26
2016;Março;São Paulo;4522.2;22.94
2016;Abril;São Paulo;890.4;23.11
2016;Maio;São Paulo;2823.2;17.93
2016;Junho;São Paulo;2771.6;15.3
2016;Julho;São Paulo;294.0;17.26
2016;Agosto;São Paulo;1983.8;18.42
2016;Setembro;São Paulo;841.4;20.02
2016;Outubro;São Paulo;3399.8;21.95
2016;Novembro;São Paulo;3348.0;22.5
2016;Dezembro;São Paulo;5190.0;23.17
2016;Janeiro;Paraná;3801.2;21.29
2016;Fevereiro;Paraná;4652.6;21.48
2016;Março;Paraná;2390.4;21.41
2016;Abril;Paraná;1584.8;21.09
2016;Maio;Paraná;3169.6;13.26
2016;Junho;Paraná;1709.6;12.8
2016;Julho;Paraná;1208.2;14.87
2016;Agosto;Paraná;2905.6;13.92
2016;Setembro;Paraná;1161.2;17.0
2016;Outubro;Paraná;3740.6;19.71
2016;Novembro;Paraná;2161.4;20.02
2016;Dezembro;Paraná;4527.6;21.53
2016;Janeiro;Rio Grande do Sul;3554.2;21.68
2016;Fevereiro;Rio Grande do Sul;4066.2;21.64
2016;Março;Rio Grande do Sul;7094.4;18.67
2016;Abril;Rio Grande do Sul;7445.6;16.92
2016;Maio;Rio Grande do Sul;2516.2;11.07
2016;Junho;Rio Grande do Sul;768.4;7.72
2016;Julho;Rio Grande do Sul;4302.8;10.76
2016;Agosto;Rio Grande do Sul;4652.6;13.99
2016;Setembro;Rio Grande do Sul;2391.2;13.96
2016;Outubro;Rio Grande do Sul;9883.2;17.5
2016;Novembro;Rio Grande do Sul;5052.4;19.66
2016;Dezembro;Rio Grande do Sul;6149.8;22.14
2016;Janeiro;Santa Catarina;2598.4;21.31
2016;Fevereiro;Santa Catarina;3742.0;21.25
2016;Março;Santa Catarina;4568.2;20.04
2016;Abril;Santa Catarina;2469.0;19.61
2016;Maio;Santa Catarina;2300.6;12.79
2016;Junho;Santa Catarina;1149.4;10.6
2016;Julho;Santa Catarina;2072.4;13.33
2016;Agosto;Santa Catarina;3227.6;14.38
2016;Setembro;Santa Catarina;1705.2;15.36
2016;Outubro;Santa Catarina;4364.8;16.78
2016;Novembro;Santa Catarina;2183.0;18.19
2016;Dezembro;Santa Catarina;4674.2;19.61
2017;Janeiro;Distrito Federal;458.4;22.3
2017;Fevereiro;Distrito Federal;901.8;20.64
2017;Março;Distrito Federal;616.4;22.15
2017;Abril;Distrito Federal;151.6;22.28
2017;Maio;Distrito Federal;163.6;20.88
2017;Junho;Distrito Federal;0.0;19.58
2017;Julho;Distrito Federal;0.0;17.49
2017;Agosto;Distrito Federal;0.0;21.01
2017;Setembro;Distrito Federal;59.6;21.33
2017;Outubro;Distrito Federal;143.4;23.9
2017;Novembro;Distrito Federal;1511.6;21.34
2017;Dezembro;Distrito Federal;1219.0;20.82
2017;Janeiro;Goiás;3617.8;23.15
2017;Fevereiro;Goiás;3976.8;23.46
2017;Março;Goiás;3556.8;24.01
2017;Abril;Goiás;1734.0;23.71
2017;Maio;Goiás;1126.6;21.95
2017;Junho;Goiás;28.8;20.9
2017;Julho;Goiás;0.0;19.72
2017;Agosto;Goiás;17.0;21.79
2017;Setembro;Goiás;312.4;21.21
2017;Outubro;Goiás;1364.8;24.55
2017;Novembro;Goiás;5496.2;21.3
2017;Dezembro;Goiás;5799.2;22.68
2017;Janeiro;Mato Grosso do Sul;4345.6;25.05
2017;Fevereiro;Mato Grosso do Sul;2864.0;25.09
2017;Março;Mato Grosso do Sul;2750.8;23.96
2017;Abril;Mato Grosso do Sul;2976.4;21.67
2017;Maio;Mato Grosso do Sul;2787.4;21.54
2017;Junho;Mato Grosso do Sul;988.6;18.35
2017;Julho;Mato Grosso do Sul;20.8;16.82
2017;Agosto;Mato Grosso do Sul;1356.2;19.63
2017;Setembro;Mato Grosso do Sul;495.2;21.71
2017;Outubro;Mato Grosso do Sul;3744.0;23.02
2017;Novembro;Mato Grosso do Sul;5006.4;23.2
2017;Dezembro;Mato Grosso do Sul;4964.6;23.93
2017;Janeiro;Mato Grosso;6880.2;23.99
2017;Fevereiro;Mato Grosso;6818.2;23.67
2017;Março;Mato Grosso;4612.6;22.48
2017;Abril;Mato Grosso;2537.0;21.33
2017;Maio;Mato Grosso;805.6;20.54
2017;Junho;Mato Grosso;62.0;20.1
2017;Julho;Mato Grosso;1.4;17.85
2017;Agosto;Mato Grosso;409.8;20.52
2017;Setembro;Mato Grosso;461.0;21.42
2017;Outubro;Mato Grosso;3601.0;24.08
2017;Novembro;Mato Grosso;7238.2;23.12
2017;Dezembro;Mato Grosso;7926.6;21.71
2017;Janeiro;Alagoas;111.0;27.38
2017;Fevereiro;Alagoas;149.6;27.65
2017;Março;Alagoas;122.8;27.2
2017;Abril;Alagoas;554.2;23.78
2017;Maio;Alagoas;2019.2;24.09
2017;Junho;Alagoas;829.2;21.19
2017;Julho;Alagoas;587.0;19.19
2017;Agosto;Alagoas;423.0;20.98
2017;Setembro;Alagoas;442.8;23.32
2017;Outubro;Alagoas;160.4;24.84
2017;Novembro;Alagoas;45.8;26.41
2017;Dezembro;Alagoas;233.6;27.13
2017;Janeiro;Bahia;964.6;23.02
2017;Fevereiro;Bahia;3443.8;22.27
2017;Março;Bahia;3493.8;24.88
2017;Abril;Bahia;3236.2;23.29
2017;Maio;Bahia;2451.0;22.0
2017;Junho;Bahia;1741.8;20.22
2017;Julho;Bahia;2388.8;17.97
2017;Agosto;Bahia;1281.6;20.61
2017;Setembro;Bahia;2532.2;20.68
2017;Outubro;Bahia;774.6;23.87
2017;Novembro;Bahia;4246.6;24.16
2017;Dezembro;Bahia;4159.2;24.2
2017;Janeiro;Ceará;770.8;26.85
2017;Fevereiro;Ceará;1694.6;24.38
2017;Março;Ceará;2356.6;21.98
2017;Abril;Ceará;1782.4;24.03
2017;Maio;Ceará;1131.6;25.58
2017;Junho;Ceará;444.8;24.62
2017;Julho;Ceará;465.4;22.93
2017;Agosto;Ceará;84.2;23.61
2017;Setembro;Ceará;19.6;24.5
2017;Outubro;Ceará;101.4;26.56
2017;Novembro;Ceará;140.8;26.15
2017;Dezembro;Ceará;312.0;27.12
2017;Janeiro;Maranhão;2977.6;22.37
2017;Fevereiro;Maranhão;3364.4;23.3
2017;Março;Maranhão;3838.2;24.38
2017;Abril;Maranhão;3108.2;24.53
2017;Maio;Maranhão;1443.0;24.56
2017;Junho;Maranhão;599.6;23.74
2017;Julho;Maranhão;308.6;23.07
2017;Agosto;Maranhão;99.0;23.65
2017;Setembro;Maranhão;10.6;22.79
2017;Outubro;Maranhão;319.0;23.46
2017;Novembro;Maranhão;992.2;26.27
2017;Dezembro;Maranhão;1512.0;24.26
2017;Janeiro;Paraíba;372.6;26.85
2017;Fevereiro;Paraíba;520.2;26.7
2017;Março;Paraíba;637.8;26.31
2017;Abril;Paraíba;791.0;25.93
2017;Maio;Paraíba;843.4;23.95
2017;Junho;Paraíba;944.0;21.98
2017;Julho;Paraíba;1081.8;22.64
2017;Agosto;Paraíba;173.2;24.09
2017;Setembro;Paraíba;212.6;24.45
2017;Outubro;Paraíba;148.8;25.78
2017;Novembro;Paraíba;30.8;26.64
2017;Dezembro;Paraíba;40.4;21.46
2017;Janeiro;Pernambuco;91.6;24.34
2017;Fevereiro;Pernambuco;469.4;24.67
2017;Março;Pernambuco;567.4;24.65
2017;Abril;Pernambuco;873.2;23.45
2017;Maio;Pernambuco;1580.2;23.62
2017;Junho;Pernambuco;1261.6;22.34
2017;Julho;Pernambuco;1441.2;21.46
2017;Agosto;Pernambuco;422.6;21.02
2017;Setembro;Pernambuco;429.8;19.01
2017;Outubro;Pernambuco;183.0;22.99
2017;Novembro;Pernambuco;145.2;26.66
2017;Dezembro;Pernambuco;253.4;24.61
2017;Janeiro;Piauí;1108.2;25.1
2017;Fevereiro;Piauí;2851.2;23.36
2017;Março;Piauí;2732.0;24.12
2017;Abril;Piauí;1632.8;24.61
2017;Maio;Piauí;833.4;23.72
2017;Junho;Piauí;205.4;24.64
2017;Julho;Piauí;143.8;25.07
2017;Agosto;Piauí;67.0;26.23
2017;Setembro;Piauí;4.6;26.25
2017;Outubro;Piauí;398.6;26.94
2017;Novembro;Piauí;927.8;24.31
2017;Dezembro;Piauí;1135.2;27.93
2017;Janeiro;Rio Grande do Norte;139.2;20.4
2017;Fevereiro;Rio Grande do Norte;667.2;20.23
2017;Março;Rio Grande do Norte;623.8;21.12
2017;Abril;Rio Grande do Norte;617.8;22.04
2017;Maio;Rio Grande do Norte;406.6;19.46
2017;Junho;Rio Grande do Norte;406.2;21.33
2017;Julho;Rio Grande do Norte;800.2;22.43
2017;Agosto;Rio Grande do Norte;46.4;23.34
2017;Setembro;Rio Grande do Norte;86.4;23.64
2017;Outubro;Rio Grande do Norte;107.8;24.29
2017;Novembro;Rio Grande do Norte;13.0;24.08
2017;Dezembro;Rio Grande do Norte;51.2;23.63
2017;Janeiro;Sergipe;15.4;26.95
2017;Fevereiro;Sergipe;77.0;27.13
2017;Março;Sergipe;228.2;27.13
2017;Abril;Sergipe;588.6;25.4
2017;Maio;Sergipe;1216.0;24.53
2017;Junho;Sergipe;920.2;22.18
2017;Julho;Sergipe;645.8;19.66
2017;Agosto;Sergipe;417.4;20.37
2017;Setembro;Sergipe;1087.0;22.28
2017;Outubro;Sergipe;377.0;23.96
2017;Novembro;Sergipe;81.0;25.48
2017;Dezembro;Sergipe;200.4;22.75
2017;Janeiro;Acre;1222.2;16.13
2017;Fevereiro;Acre;655.2;14.75
2017;Março;Acre;961.4;14.38
2017;Abril;Acre;613.6;12.99
2017;Maio;Acre;165.2;9.1
2017;Junho;Acre;48.6;8.91
2017;Julho;Acre;40.0;9.21
2017;Agosto;Acre;92.4;9.17
2017;Setembro;Acre;747.0;24.54
2017;Outubro;Acre;639.2;23.24
2017;Novembro;Acre;1184.8;22.01
2017;Dezembro;Acre;1000.4;21.81
2017;Janeiro;Amazonas;4235.4;14.61
2017;Fevereiro;Amazonas;5481.6;17.17
2017;Março;Amazonas;6419.8;18.64
2017;Abril;Amazonas;5496.8;18.84
2017;Maio;Amazonas;2954.0;19.31
2017;Junho;Amazonas;2067.2;18.48
2017;Julho;Amazonas;1362.6;18.79
2017;Agosto;Amazonas;1274.4;19.81
2017;Setembro;Amazonas;1789.8;20.39
2017;Outubro;Amazonas;2715.8;20.63
2017;Novembro;Amazonas;2910.6;17.9
2017;Dezembro;Amazonas;3697.2;15.99
2017;Janeiro;Amapá;694.2;25.34
2017;Fevereiro;Amapá;926.2;25.09
2017;Março;Amapá;1138.0;25.2
2017;Abril;Amapá;796.8;25.23
2017;Maio;Amapá;207.0;13.56
2017;Junho;Amapá;107.0;12.11
2017;Julho;Amapá;0.0;0.0
2017;Agosto;Amapá;9.4;6.38
2017;Setembro;Amapá;73.4;21.93
2017;Outubro;Amapá;22.4;27.85
2017;Novembro;Amapá;63.2;22.92
2017;Dezembro;Amapá;295.2;18.02
2017;Janeiro;Pará;7383.8;21.63
2017;Fevereiro;Pará;9548.2;22.28
2017;Março;Pará;8972.2;22.31
2017;Abril;Pará;7089.4;21.6
2017;Maio;Pará;2944.2;21.53
2017;Junho;Pará;1905.6;21.8
2017;Julho;Pará;729.2;22.24
2017;Agosto;Pará;875.6;23.92
2017;Setembro;Pará;385.6;24.73
2017;Outubro;Pará;1785.4;24.11
2017;Novembro;Pará;2036.2;22.57
2017;Dezembro;Pará;5577.4;23.9
2017;Janeiro;Rondônia;921.6;10.84
2017;Fevereiro;Rondônia;1089.6;14.33
2017;Março;Rondônia;1327.6;14.34
2017;Abril;Rondônia;647.8;14.75
2017;Maio;Rondônia;544.8;13.46
2017;Junho;Rondônia;24.8;15.05
2017;Julho;Rondônia;0.0;15.2
2017;Agosto;Rondônia;165.6;18.62
2017;Setembro;Rondônia;328.2;21.32
2017;Outubro;Rondônia;723.0;20.63
2017;Novembro;Rondônia;1024.4;19.15
2017;Dezembro;Rondônia;1352.0;19.2
2017;Janeiro;Roraima;29.6;9.19
2017;Fevereiro;Roraima;140.0;13.54
2017;Março;Roraima;349.4;21.83
2017;Abril;Roraima;249.2;16.86
2017;Maio;Roraima;565.0;12.2
2017;Junho;Roraima;527.4;12.59
2017;Julho;Roraima;876.0;14.12
2017;Agosto;Roraima;219.2;15.91
2017;Setembro;Roraima;133.2;9.39
2017;Outubro;Roraima;42.6;13.1
2017;Novembro;Roraima;28.2;18.91
2017;Dezembro;Roraima;60.8;18.31
2017;Janeiro;Tocantins;3553.6;24.21
2017;Fevereiro;Tocantins;5664.8;23.87
2017;Março;Tocantins;3718.6;24.83
2017;Abril;Tocantins;2728.4;23.95
2017;Maio;Tocantins;323.4;24.68
2017;Junho;Tocantins;149.2;24.32
2017;Julho;Tocantins;18.2;22.41
2017;Agosto;Tocantins;86.0;24.14
2017;Setembro;Tocantins;15.0;24.86
